id,product_id,return_date,quantity_returned,reason,created_at,store_id
RET-0015257,PRD-0001,2024-12-13,1,Near expiry,2024-12-13T15:21:00,CHE-002
RET-0015258,PRD-0002,2024-06-13,3,Quality issue,2024-06-13T19:46:00,CHE-002
RET-0015259,PRD-0002,2024-08-01,2,Damaged packaging,2024-08-01T11:14:00,CHE-002
RET-0015260,PRD-0002,2024-08-06,3,Near expiry,2024-08-06T13:49:00,CHE-002
RET-0015261,PRD-0002,2024-09-03,1,Near expiry,2024-09-03T11:11:00,CHE-002
RET-0015262,PRD-0002,2024-09-07,3,Near expiry,2024-09-07T09:08:00,CHE-002
RET-0015263,PRD-0002,2024-11-09,2,Damaged packaging,2024-11-09T11:46:00,CHE-002
RET-0015264,PRD-0002,2024-12-31,1,Quality issue,2024-12-31T20:50:00,CHE-002
RET-0015265,PRD-0003,2024-09-19,2,Quality issue,2024-09-19T09:49:00,CHE-002
RET-0015266,PRD-0003,2024-12-25,1,Wrong product,2024-12-25T13:18:00,CHE-002
RET-0015267,PRD-0004,2024-01-14,2,Wrong product,2024-01-14T19:03:00,CHE-002
RET-0015268,PRD-0004,2024-01-28,3,Quality issue,2024-01-28T11:13:00,CHE-002
RET-0015269,PRD-0004,2024-03-08,3,Quality issue,2024-03-08T09:15:00,CHE-002
RET-0015270,PRD-0004,2024-03-23,2,Damaged packaging,2024-03-23T10:16:00,CHE-002
RET-0015271,PRD-0004,2024-04-28,3,Wrong product,2024-04-28T10:22:00,CHE-002
RET-0015272,PRD-0004,2024-08-09,3,Wrong product,2024-08-09T17:52:00,CHE-002
RET-0015273,PRD-0004,2024-09-16,3,Wrong product,2024-09-16T17:13:00,CHE-002
RET-0015274,PRD-0004,2024-10-25,1,Near expiry,2024-10-25T16:25:00,CHE-002
RET-0015275,PRD-0004,2024-11-18,3,Near expiry,2024-11-18T14:07:00,CHE-002
RET-0015276,PRD-0005,2024-02-17,2,Wrong product,2024-02-17T13:21:00,CHE-002
RET-0015277,PRD-0005,2024-03-21,2,Wrong product,2024-03-21T14:32:00,CHE-002
RET-0015278,PRD-0005,2024-04-07,3,Near expiry,2024-04-07T09:58:00,CHE-002
RET-0015279,PRD-0005,2024-04-28,1,Wrong product,2024-04-28T18:09:00,CHE-002
RET-0015280,PRD-0005,2024-05-03,1,Damaged packaging,2024-05-03T17:29:00,CHE-002
RET-0015281,PRD-0005,2024-06-15,2,Quality issue,2024-06-15T12:28:00,CHE-002
RET-0015282,PRD-0005,2024-10-15,1,Quality issue,2024-10-15T13:29:00,CHE-002
RET-0015283,PRD-0005,2024-10-27,2,Damaged packaging,2024-10-27T10:27:00,CHE-002
RET-0015284,PRD-0005,2024-11-16,1,Quality issue,2024-11-16T10:43:00,CHE-002
RET-0015285,PRD-0006,2024-02-19,1,Quality issue,2024-02-19T20:49:00,CHE-002
RET-0015286,PRD-0006,2024-03-13,2,Wrong product,2024-03-13T10:17:00,CHE-002
RET-0015287,PRD-0006,2024-03-20,1,Damaged packaging,2024-03-20T13:57:00,CHE-002
RET-0015288,PRD-0006,2024-07-22,1,Damaged packaging,2024-07-22T11:10:00,CHE-002
RET-0015289,PRD-0006,2024-08-16,1,Quality issue,2024-08-16T18:35:00,CHE-002
RET-0015290,PRD-0006,2024-10-03,2,Wrong product,2024-10-03T12:31:00,CHE-002
RET-0015291,PRD-0007,2024-04-16,3,Near expiry,2024-04-16T12:59:00,CHE-002
RET-0015292,PRD-0007,2024-05-26,3,Damaged packaging,2024-05-26T12:27:00,CHE-002
RET-0015293,PRD-0007,2024-05-28,3,Wrong product,2024-05-28T20:36:00,CHE-002
RET-0015294,PRD-0007,2024-06-14,3,Quality issue,2024-06-14T14:47:00,CHE-002
RET-0015295,PRD-0007,2024-12-25,3,Damaged packaging,2024-12-25T15:29:00,CHE-002
RET-0015296,PRD-0008,2024-01-30,1,Near expiry,2024-01-30T11:46:00,CHE-002
RET-0015297,PRD-0008,2024-04-11,1,Quality issue,2024-04-11T11:36:00,CHE-002
RET-0015298,PRD-0008,2024-08-26,1,Near expiry,2024-08-26T17:19:00,CHE-002
RET-0015299,PRD-0008,2024-09-18,2,Quality issue,2024-09-18T20:48:00,CHE-002
RET-0015300,PRD-0008,2024-10-27,1,Damaged packaging,2024-10-27T20:49:00,CHE-002
RET-0015301,PRD-0008,2024-11-30,3,Quality issue,2024-11-30T17:16:00,CHE-002
RET-0015302,PRD-0009,2024-02-12,1,Damaged packaging,2024-02-12T11:14:00,CHE-002
RET-0015303,PRD-0009,2024-03-06,3,Damaged packaging,2024-03-06T12:58:00,CHE-002
RET-0015304,PRD-0009,2024-04-22,3,Quality issue,2024-04-22T09:39:00,CHE-002
RET-0015305,PRD-0009,2024-06-15,1,Quality issue,2024-06-15T09:07:00,CHE-002
RET-0015306,PRD-0009,2024-08-08,3,Near expiry,2024-08-08T13:55:00,CHE-002
RET-0015307,PRD-0009,2024-12-03,1,Damaged packaging,2024-12-03T13:01:00,CHE-002
RET-0015308,PRD-0010,2024-02-10,2,Quality issue,2024-02-10T11:11:00,CHE-002
RET-0015309,PRD-0010,2024-03-26,2,Near expiry,2024-03-26T13:34:00,CHE-002
RET-0015310,PRD-0010,2024-04-19,2,Damaged packaging,2024-04-19T18:24:00,CHE-002
RET-0015311,PRD-0010,2024-07-02,3,Quality issue,2024-07-02T19:09:00,CHE-002
RET-0015312,PRD-0010,2024-07-24,2,Near expiry,2024-07-24T19:07:00,CHE-002
RET-0015313,PRD-0010,2024-08-18,2,Damaged packaging,2024-08-18T18:14:00,CHE-002
RET-0015314,PRD-0010,2024-12-07,3,Near expiry,2024-12-07T15:15:00,CHE-002
RET-0015315,PRD-0011,2024-05-21,2,Quality issue,2024-05-21T19:21:00,CHE-002
RET-0015316,PRD-0011,2024-05-22,3,Quality issue,2024-05-22T15:11:00,CHE-002
RET-0015317,PRD-0011,2024-06-20,3,Near expiry,2024-06-20T12:55:00,CHE-002
RET-0015318,PRD-0011,2024-07-03,1,Quality issue,2024-07-03T12:32:00,CHE-002
RET-0015319,PRD-0011,2024-07-11,3,Damaged packaging,2024-07-11T20:22:00,CHE-002
RET-0015320,PRD-0011,2024-09-11,1,Quality issue,2024-09-11T14:26:00,CHE-002
RET-0015321,PRD-0011,2024-10-03,1,Damaged packaging,2024-10-03T13:40:00,CHE-002
RET-0015322,PRD-0012,2024-02-25,1,Quality issue,2024-02-25T11:01:00,CHE-002
RET-0015323,PRD-0012,2024-03-17,1,Damaged packaging,2024-03-17T20:50:00,CHE-002
RET-0015324,PRD-0012,2024-04-24,1,Near expiry,2024-04-24T20:03:00,CHE-002
RET-0015325,PRD-0012,2024-04-26,3,Damaged packaging,2024-04-26T16:30:00,CHE-002
RET-0015326,PRD-0012,2024-05-13,2,Quality issue,2024-05-13T18:41:00,CHE-002
RET-0015327,PRD-0012,2024-06-08,1,Near expiry,2024-06-08T13:01:00,CHE-002
RET-0015328,PRD-0012,2024-08-18,2,Wrong product,2024-08-18T14:17:00,CHE-002
RET-0015329,PRD-0012,2024-09-02,3,Wrong product,2024-09-02T20:01:00,CHE-002
RET-0015330,PRD-0012,2024-11-16,1,Near expiry,2024-11-16T15:59:00,CHE-002
RET-0015331,PRD-0013,2024-03-10,1,Wrong product,2024-03-10T11:16:00,CHE-002
RET-0015332,PRD-0013,2024-07-20,2,Quality issue,2024-07-20T15:31:00,CHE-002
RET-0015333,PRD-0013,2024-08-09,3,Wrong product,2024-08-09T11:14:00,CHE-002
RET-0015334,PRD-0013,2024-08-22,2,Wrong product,2024-08-22T10:34:00,CHE-002
RET-0015335,PRD-0013,2024-11-06,3,Wrong product,2024-11-06T16:56:00,CHE-002
RET-0015336,PRD-0014,2024-01-27,2,Damaged packaging,2024-01-27T17:22:00,CHE-002
RET-0015337,PRD-0014,2024-04-14,1,Damaged packaging,2024-04-14T09:41:00,CHE-002
RET-0015338,PRD-0014,2024-04-27,2,Near expiry,2024-04-27T20:56:00,CHE-002
RET-0015339,PRD-0014,2024-05-19,1,Damaged packaging,2024-05-19T14:21:00,CHE-002
RET-0015340,PRD-0014,2024-06-18,3,Near expiry,2024-06-18T18:10:00,CHE-002
RET-0015341,PRD-0014,2024-06-30,3,Damaged packaging,2024-06-30T09:12:00,CHE-002
RET-0015342,PRD-0014,2024-07-18,3,Near expiry,2024-07-18T12:13:00,CHE-002
RET-0015343,PRD-0014,2024-08-10,1,Quality issue,2024-08-10T11:54:00,CHE-002
RET-0015344,PRD-0014,2024-08-23,1,Quality issue,2024-08-23T13:15:00,CHE-002
RET-0015345,PRD-0014,2024-09-18,2,Damaged packaging,2024-09-18T13:10:00,CHE-002
RET-0015346,PRD-0014,2024-12-31,1,Quality issue,2024-12-31T11:00:00,CHE-002
RET-0015347,PRD-0015,2024-03-08,1,Near expiry,2024-03-08T12:46:00,CHE-002
RET-0015348,PRD-0016,2024-02-01,3,Quality issue,2024-02-01T17:52:00,CHE-002
RET-0015349,PRD-0016,2024-02-11,3,Damaged packaging,2024-02-11T20:26:00,CHE-002
RET-0015350,PRD-0016,2024-02-19,2,Wrong product,2024-02-19T18:02:00,CHE-002
RET-0015351,PRD-0016,2024-02-28,3,Near expiry,2024-02-28T17:10:00,CHE-002
RET-0015352,PRD-0016,2024-06-05,1,Damaged packaging,2024-06-05T09:14:00,CHE-002
RET-0015353,PRD-0016,2024-08-21,3,Wrong product,2024-08-21T11:31:00,CHE-002
RET-0015354,PRD-0016,2024-12-31,1,Quality issue,2024-12-31T17:00:00,CHE-002
RET-0015355,PRD-0017,2024-01-26,1,Near expiry,2024-01-26T13:20:00,CHE-002
RET-0015356,PRD-0017,2024-06-25,2,Quality issue,2024-06-25T10:32:00,CHE-002
RET-0015357,PRD-0017,2024-12-07,3,Near expiry,2024-12-07T14:56:00,CHE-002
RET-0015358,PRD-0017,2024-12-15,1,Quality issue,2024-12-15T17:42:00,CHE-002
RET-0015359,PRD-0017,2024-12-28,1,Near expiry,2024-12-28T19:13:00,CHE-002
RET-0015360,PRD-0017,2024-12-31,1,Near expiry,2024-12-31T14:01:00,CHE-002
RET-0015361,PRD-0018,2024-03-16,2,Quality issue,2024-03-16T15:21:00,CHE-002
RET-0015362,PRD-0018,2024-04-05,1,Damaged packaging,2024-04-05T10:44:00,CHE-002
RET-0015363,PRD-0018,2024-05-10,2,Near expiry,2024-05-10T17:27:00,CHE-002
RET-0015364,PRD-0018,2024-11-09,2,Quality issue,2024-11-09T17:51:00,CHE-002
RET-0015365,PRD-0019,2024-02-12,1,Damaged packaging,2024-02-12T11:58:00,CHE-002
RET-0015366,PRD-0019,2024-02-29,1,Wrong product,2024-02-29T09:51:00,CHE-002
RET-0015367,PRD-0019,2024-04-28,1,Damaged packaging,2024-04-28T20:02:00,CHE-002
RET-0015368,PRD-0019,2024-05-05,2,Damaged packaging,2024-05-05T18:06:00,CHE-002
RET-0015369,PRD-0019,2024-07-03,1,Wrong product,2024-07-03T13:22:00,CHE-002
RET-0015370,PRD-0019,2024-08-21,3,Damaged packaging,2024-08-21T11:35:00,CHE-002
RET-0015371,PRD-0019,2024-09-03,2,Quality issue,2024-09-03T16:46:00,CHE-002
RET-0015372,PRD-0019,2024-10-18,1,Near expiry,2024-10-18T11:31:00,CHE-002
RET-0015373,PRD-0019,2024-10-30,1,Wrong product,2024-10-30T17:01:00,CHE-002
RET-0015374,PRD-0019,2024-12-31,2,Wrong product,2024-12-31T13:17:00,CHE-002
RET-0015375,PRD-0020,2024-02-07,1,Wrong product,2024-02-07T19:28:00,CHE-002
RET-0015376,PRD-0020,2024-03-07,2,Quality issue,2024-03-07T09:48:00,CHE-002
RET-0015377,PRD-0020,2024-03-29,3,Quality issue,2024-03-29T18:37:00,CHE-002
RET-0015378,PRD-0020,2024-06-30,1,Near expiry,2024-06-30T12:11:00,CHE-002
RET-0015379,PRD-0020,2024-09-05,3,Near expiry,2024-09-05T10:46:00,CHE-002
RET-0015380,PRD-0020,2024-11-06,1,Quality issue,2024-11-06T19:04:00,CHE-002
RET-0015381,PRD-0020,2024-11-24,2,Damaged packaging,2024-11-24T17:35:00,CHE-002
RET-0015382,PRD-0021,2024-01-19,3,Spoiled,2024-01-19T19:37:00,CHE-002
RET-0015383,PRD-0021,2024-01-26,2,Wrong variant,2024-01-26T15:24:00,CHE-002
RET-0015384,PRD-0021,2024-02-06,2,Wrong variant,2024-02-06T10:09:00,CHE-002
RET-0015385,PRD-0021,2024-03-21,2,Spoiled,2024-03-21T10:34:00,CHE-002
RET-0015386,PRD-0021,2024-04-11,3,Damaged packaging,2024-04-11T13:44:00,CHE-002
RET-0015387,PRD-0021,2024-08-26,2,Spoiled,2024-08-26T16:30:00,CHE-002
RET-0015388,PRD-0021,2024-08-23,3,Expired product,2024-08-23T15:09:00,CHE-002
RET-0015389,PRD-0021,2024-09-14,2,Wrong variant,2024-09-14T14:54:00,CHE-002
RET-0015390,PRD-0021,2024-10-14,1,Damaged packaging,2024-10-14T17:05:00,CHE-002
RET-0015391,PRD-0021,2024-12-01,3,Expired product,2024-12-01T13:55:00,CHE-002
RET-0015392,PRD-0022,2024-01-25,2,Wrong variant,2024-01-25T14:40:00,CHE-002
RET-0015393,PRD-0022,2024-01-28,2,Expired product,2024-01-28T13:26:00,CHE-002
RET-0015394,PRD-0022,2024-02-08,2,Wrong variant,2024-02-08T14:53:00,CHE-002
RET-0015395,PRD-0022,2024-02-08,1,Spoiled,2024-02-08T16:40:00,CHE-002
RET-0015396,PRD-0022,2024-02-28,2,Wrong variant,2024-02-28T11:41:00,CHE-002
RET-0015397,PRD-0022,2024-03-14,1,Wrong variant,2024-03-14T20:08:00,CHE-002
RET-0015398,PRD-0022,2024-03-30,2,Damaged packaging,2024-03-30T20:11:00,CHE-002
RET-0015399,PRD-0022,2024-03-30,3,Wrong variant,2024-03-30T18:52:00,CHE-002
RET-0015400,PRD-0022,2024-04-21,2,Spoiled,2024-04-21T09:36:00,CHE-002
RET-0015401,PRD-0022,2024-05-06,1,Spoiled,2024-05-06T17:15:00,CHE-002
RET-0015402,PRD-0022,2024-05-24,2,Spoiled,2024-05-24T11:12:00,CHE-002
RET-0015403,PRD-0022,2024-06-07,2,Wrong variant,2024-06-07T17:36:00,CHE-002
RET-0015404,PRD-0022,2024-10-10,2,Spoiled,2024-10-10T09:20:00,CHE-002
RET-0015405,PRD-0022,2024-10-15,3,Wrong variant,2024-10-15T15:31:00,CHE-002
RET-0015406,PRD-0022,2024-10-31,3,Expired product,2024-10-31T16:38:00,CHE-002
RET-0015407,PRD-0022,2024-12-17,1,Expired product,2024-12-17T10:59:00,CHE-002
RET-0015408,PRD-0022,2024-12-20,1,Spoiled,2024-12-20T10:04:00,CHE-002
RET-0015409,PRD-0022,2024-12-31,1,Expired product,2024-12-31T16:56:00,CHE-002
RET-0015410,PRD-0023,2024-01-19,1,Damaged packaging,2024-01-19T10:12:00,CHE-002
RET-0015411,PRD-0023,2024-02-15,2,Expired product,2024-02-15T16:45:00,CHE-002
RET-0015412,PRD-0023,2024-02-15,2,Wrong variant,2024-02-15T10:43:00,CHE-002
RET-0015413,PRD-0023,2024-03-21,1,Damaged packaging,2024-03-21T15:30:00,CHE-002
RET-0015414,PRD-0023,2024-04-24,3,Spoiled,2024-04-24T16:08:00,CHE-002
RET-0015415,PRD-0023,2024-07-13,1,Spoiled,2024-07-13T20:35:00,CHE-002
RET-0015416,PRD-0023,2024-09-08,1,Damaged packaging,2024-09-08T09:49:00,CHE-002
RET-0015417,PRD-0023,2024-09-12,1,Spoiled,2024-09-12T15:13:00,CHE-002
RET-0015418,PRD-0023,2024-09-21,2,Expired product,2024-09-21T15:37:00,CHE-002
RET-0015419,PRD-0023,2024-10-22,1,Spoiled,2024-10-22T19:08:00,CHE-002
RET-0015420,PRD-0023,2024-10-15,1,Spoiled,2024-10-15T19:38:00,CHE-002
RET-0015421,PRD-0023,2024-11-03,2,Wrong variant,2024-11-03T16:04:00,CHE-002
RET-0015422,PRD-0024,2024-01-17,3,Wrong variant,2024-01-17T14:45:00,CHE-002
RET-0015423,PRD-0024,2024-01-28,3,Wrong variant,2024-01-28T10:24:00,CHE-002
RET-0015424,PRD-0024,2024-04-10,1,Damaged packaging,2024-04-10T11:43:00,CHE-002
RET-0015425,PRD-0024,2024-05-10,3,Spoiled,2024-05-10T15:42:00,CHE-002
RET-0015426,PRD-0024,2024-05-10,1,Spoiled,2024-05-10T15:00:00,CHE-002
RET-0015427,PRD-0024,2024-06-24,2,Damaged packaging,2024-06-24T16:14:00,CHE-002
RET-0015428,PRD-0024,2024-06-29,3,Spoiled,2024-06-29T13:03:00,CHE-002
RET-0015429,PRD-0024,2024-07-04,1,Wrong variant,2024-07-04T14:39:00,CHE-002
RET-0015430,PRD-0024,2024-08-16,3,Spoiled,2024-08-16T17:34:00,CHE-002
RET-0015431,PRD-0024,2024-10-16,1,Expired product,2024-10-16T15:08:00,CHE-002
RET-0015432,PRD-0024,2024-10-21,3,Damaged packaging,2024-10-21T19:27:00,CHE-002
RET-0015433,PRD-0024,2024-10-21,2,Wrong variant,2024-10-21T11:08:00,CHE-002
RET-0015434,PRD-0024,2024-12-21,1,Wrong variant,2024-12-21T13:26:00,CHE-002
RET-0015435,PRD-0025,2024-01-21,1,Damaged packaging,2024-01-21T09:04:00,CHE-002
RET-0015436,PRD-0025,2024-02-04,2,Damaged packaging,2024-02-04T16:12:00,CHE-002
RET-0015437,PRD-0025,2024-06-12,1,Spoiled,2024-06-12T15:02:00,CHE-002
RET-0015438,PRD-0025,2024-08-06,3,Spoiled,2024-08-06T18:54:00,CHE-002
RET-0015439,PRD-0025,2024-08-11,3,Spoiled,2024-08-11T20:31:00,CHE-002
RET-0015440,PRD-0025,2024-09-15,1,Spoiled,2024-09-15T11:10:00,CHE-002
RET-0015441,PRD-0025,2024-12-11,1,Damaged packaging,2024-12-11T13:09:00,CHE-002
RET-0015442,PRD-0025,2024-12-31,3,Expired product,2024-12-31T17:59:00,CHE-002
RET-0015443,PRD-0026,2024-02-10,2,Damaged packaging,2024-02-10T19:27:00,CHE-002
RET-0015444,PRD-0026,2024-02-14,3,Wrong variant,2024-02-14T16:54:00,CHE-002
RET-0015445,PRD-0026,2024-05-25,1,Damaged packaging,2024-05-25T12:33:00,CHE-002
RET-0015446,PRD-0026,2024-06-22,1,Expired product,2024-06-22T18:36:00,CHE-002
RET-0015447,PRD-0026,2024-07-20,3,Wrong variant,2024-07-20T16:04:00,CHE-002
RET-0015448,PRD-0026,2024-08-15,3,Expired product,2024-08-15T09:35:00,CHE-002
RET-0015449,PRD-0026,2024-09-18,1,Expired product,2024-09-18T19:07:00,CHE-002
RET-0015450,PRD-0026,2024-09-27,1,Wrong variant,2024-09-27T12:19:00,CHE-002
RET-0015451,PRD-0026,2024-11-12,3,Spoiled,2024-11-12T10:15:00,CHE-002
RET-0015452,PRD-0026,2024-11-19,3,Damaged packaging,2024-11-19T16:20:00,CHE-002
RET-0015453,PRD-0026,2024-11-23,2,Wrong variant,2024-11-23T11:51:00,CHE-002
RET-0015454,PRD-0026,2024-12-11,2,Wrong variant,2024-12-11T09:05:00,CHE-002
RET-0015455,PRD-0027,2024-01-09,1,Expired product,2024-01-09T16:00:00,CHE-002
RET-0015456,PRD-0027,2024-03-25,1,Damaged packaging,2024-03-25T18:55:00,CHE-002
RET-0015457,PRD-0027,2024-06-11,2,Expired product,2024-06-11T13:38:00,CHE-002
RET-0015458,PRD-0027,2024-07-29,3,Expired product,2024-07-29T11:40:00,CHE-002
RET-0015459,PRD-0027,2024-08-19,2,Expired product,2024-08-19T20:31:00,CHE-002
RET-0015460,PRD-0027,2024-12-13,3,Damaged packaging,2024-12-13T14:40:00,CHE-002
RET-0015461,PRD-0028,2024-03-19,2,Damaged packaging,2024-03-19T15:56:00,CHE-002
RET-0015462,PRD-0028,2024-03-30,3,Damaged packaging,2024-03-30T17:58:00,CHE-002
RET-0015463,PRD-0028,2024-06-10,2,Wrong flavour,2024-06-10T10:55:00,CHE-002
RET-0015464,PRD-0028,2024-06-21,1,Leaking bottle,2024-06-21T09:26:00,CHE-002
RET-0015465,PRD-0029,2024-04-04,2,Wrong flavour,2024-04-04T19:35:00,CHE-002
RET-0015466,PRD-0030,2024-02-03,1,Wrong flavour,2024-02-03T14:09:00,CHE-002
RET-0015467,PRD-0030,2024-01-25,2,Leaking bottle,2024-01-25T14:08:00,CHE-002
RET-0015468,PRD-0030,2024-03-02,3,Damaged packaging,2024-03-02T13:41:00,CHE-002
RET-0015469,PRD-0030,2024-07-21,1,Damaged packaging,2024-07-21T13:54:00,CHE-002
RET-0015470,PRD-0030,2024-07-26,2,Wrong flavour,2024-07-26T09:18:00,CHE-002
RET-0015471,PRD-0030,2024-08-14,1,Wrong flavour,2024-08-14T15:48:00,CHE-002
RET-0015472,PRD-0030,2024-08-24,2,Leaking bottle,2024-08-24T19:04:00,CHE-002
RET-0015473,PRD-0031,2024-03-08,2,Damaged packaging,2024-03-08T16:05:00,CHE-002
RET-0015474,PRD-0031,2024-09-08,2,Damaged packaging,2024-09-08T18:34:00,CHE-002
RET-0015475,PRD-0031,2024-11-01,3,Damaged packaging,2024-11-01T17:15:00,CHE-002
RET-0015476,PRD-0032,2024-03-14,2,Leaking bottle,2024-03-14T11:35:00,CHE-002
RET-0015477,PRD-0032,2024-12-14,3,Damaged packaging,2024-12-14T19:57:00,CHE-002
RET-0015478,PRD-0033,2024-02-22,3,Damaged packaging,2024-02-22T10:00:00,CHE-002
RET-0015479,PRD-0034,2024-04-11,2,Damaged packaging,2024-04-11T16:32:00,CHE-002
RET-0015480,PRD-0034,2024-04-29,1,Wrong flavour,2024-04-29T09:36:00,CHE-002
RET-0015481,PRD-0034,2024-06-11,3,Damaged packaging,2024-06-11T10:52:00,CHE-002
RET-0015482,PRD-0034,2024-07-04,1,Leaking bottle,2024-07-04T18:55:00,CHE-002
RET-0015483,PRD-0034,2024-07-18,1,Leaking bottle,2024-07-18T15:46:00,CHE-002
RET-0015484,PRD-0034,2024-08-29,3,Wrong flavour,2024-08-29T17:37:00,CHE-002
RET-0015485,PRD-0034,2024-09-28,3,Wrong flavour,2024-09-28T12:00:00,CHE-002
RET-0015486,PRD-0034,2024-10-20,3,Leaking bottle,2024-10-20T13:23:00,CHE-002
RET-0015487,PRD-0035,2024-01-05,2,Spoiled on arrival,2024-01-05T16:05:00,CHE-002
RET-0015488,PRD-0035,2024-01-19,1,Wrong quantity,2024-01-19T17:54:00,CHE-002
RET-0015489,PRD-0035,2024-01-24,3,Damaged,2024-01-24T17:59:00,CHE-002
RET-0015490,PRD-0035,2024-01-24,3,Wrong quantity,2024-01-24T20:06:00,CHE-002
RET-0015491,PRD-0035,2024-02-13,2,Over-ripened,2024-02-13T12:16:00,CHE-002
RET-0015492,PRD-0035,2024-02-20,1,Over-ripened,2024-02-20T10:26:00,CHE-002
RET-0015493,PRD-0035,2024-03-10,3,Wrong quantity,2024-03-10T16:16:00,CHE-002
RET-0015494,PRD-0035,2024-03-15,3,Spoiled on arrival,2024-03-15T10:22:00,CHE-002
RET-0015495,PRD-0035,2024-03-30,1,Spoiled on arrival,2024-03-30T09:12:00,CHE-002
RET-0015496,PRD-0035,2024-03-28,2,Damaged,2024-03-28T17:32:00,CHE-002
RET-0015497,PRD-0035,2024-04-08,2,Over-ripened,2024-04-08T10:09:00,CHE-002
RET-0015498,PRD-0035,2024-04-20,3,Damaged,2024-04-20T15:23:00,CHE-002
RET-0015499,PRD-0035,2024-04-27,1,Damaged,2024-04-27T14:21:00,CHE-002
RET-0015500,PRD-0035,2024-06-13,3,Wrong quantity,2024-06-13T12:52:00,CHE-002
RET-0015501,PRD-0035,2024-06-30,3,Over-ripened,2024-06-30T19:46:00,CHE-002
RET-0015502,PRD-0035,2024-07-16,2,Wrong quantity,2024-07-16T16:12:00,CHE-002
RET-0015503,PRD-0035,2024-08-07,1,Spoiled on arrival,2024-08-07T15:35:00,CHE-002
RET-0015504,PRD-0035,2024-10-05,2,Damaged,2024-10-05T16:19:00,CHE-002
RET-0015505,PRD-0035,2024-10-11,1,Wrong quantity,2024-10-11T17:18:00,CHE-002
RET-0015506,PRD-0035,2024-10-12,3,Over-ripened,2024-10-12T17:48:00,CHE-002
RET-0015507,PRD-0035,2024-11-23,3,Damaged,2024-11-23T18:53:00,CHE-002
RET-0015508,PRD-0035,2024-12-15,1,Wrong quantity,2024-12-15T13:35:00,CHE-002
RET-0015509,PRD-0035,2024-12-12,3,Over-ripened,2024-12-12T20:46:00,CHE-002
RET-0015510,PRD-0036,2024-04-08,3,Over-ripened,2024-04-08T10:05:00,CHE-002
RET-0015511,PRD-0036,2024-05-14,2,Wrong quantity,2024-05-14T13:46:00,CHE-002
RET-0015512,PRD-0036,2024-06-05,3,Spoiled on arrival,2024-06-05T18:01:00,CHE-002
RET-0015513,PRD-0036,2024-06-22,1,Spoiled on arrival,2024-06-22T14:57:00,CHE-002
RET-0015514,PRD-0036,2024-07-10,2,Wrong quantity,2024-07-10T17:22:00,CHE-002
RET-0015515,PRD-0036,2024-07-29,1,Wrong quantity,2024-07-29T14:16:00,CHE-002
RET-0015516,PRD-0036,2024-08-09,2,Over-ripened,2024-08-09T09:55:00,CHE-002
RET-0015517,PRD-0036,2024-11-22,1,Damaged,2024-11-22T20:27:00,CHE-002
RET-0015518,PRD-0036,2024-12-04,3,Damaged,2024-12-04T19:16:00,CHE-002
RET-0015519,PRD-0036,2024-12-04,1,Over-ripened,2024-12-04T14:35:00,CHE-002
RET-0015520,PRD-0036,2024-12-23,1,Spoiled on arrival,2024-12-23T17:00:00,CHE-002
RET-0015521,PRD-0037,2024-01-26,1,Over-ripened,2024-01-26T17:52:00,CHE-002
RET-0015522,PRD-0037,2024-02-04,2,Over-ripened,2024-02-04T12:43:00,CHE-002
RET-0015523,PRD-0037,2024-01-31,1,Damaged,2024-01-31T11:01:00,CHE-002
RET-0015524,PRD-0037,2024-02-29,2,Over-ripened,2024-02-29T19:56:00,CHE-002
RET-0015525,PRD-0037,2024-03-08,2,Wrong quantity,2024-03-08T10:04:00,CHE-002
RET-0015526,PRD-0037,2024-03-15,1,Damaged,2024-03-15T20:46:00,CHE-002
RET-0015527,PRD-0037,2024-04-22,2,Over-ripened,2024-04-22T16:05:00,CHE-002
RET-0015528,PRD-0037,2024-05-01,1,Spoiled on arrival,2024-05-01T10:40:00,CHE-002
RET-0015529,PRD-0037,2024-05-08,1,Wrong quantity,2024-05-08T11:07:00,CHE-002
RET-0015530,PRD-0037,2024-06-04,1,Wrong quantity,2024-06-04T10:35:00,CHE-002
RET-0015531,PRD-0037,2024-07-16,3,Spoiled on arrival,2024-07-16T13:18:00,CHE-002
RET-0015532,PRD-0037,2024-08-16,2,Wrong quantity,2024-08-16T10:09:00,CHE-002
RET-0015533,PRD-0037,2024-11-01,2,Damaged,2024-11-01T20:30:00,CHE-002
RET-0015534,PRD-0037,2024-12-15,2,Wrong quantity,2024-12-15T20:53:00,CHE-002
RET-0015535,PRD-0038,2024-01-05,1,Over-ripened,2024-01-05T10:48:00,CHE-002
RET-0015536,PRD-0038,2024-02-18,2,Wrong quantity,2024-02-18T12:30:00,CHE-002
RET-0015537,PRD-0038,2024-02-20,3,Wrong quantity,2024-02-20T09:30:00,CHE-002
RET-0015538,PRD-0038,2024-02-24,2,Spoiled on arrival,2024-02-24T19:35:00,CHE-002
RET-0015539,PRD-0038,2024-04-02,2,Over-ripened,2024-04-02T16:49:00,CHE-002
RET-0015540,PRD-0038,2024-06-24,1,Spoiled on arrival,2024-06-24T20:01:00,CHE-002
RET-0015541,PRD-0038,2024-06-23,2,Over-ripened,2024-06-23T13:45:00,CHE-002
RET-0015542,PRD-0038,2024-07-04,2,Damaged,2024-07-04T19:24:00,CHE-002
